,DisGENet_id,Disease_name,Disease_type,Disease_class,Disease_class_name
161167,C1859040,Medullary Cystic Kidney Disease Type 2,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
161168,C1859040,Medullary Cystic Kidney Disease Type 2,disease,C13,   Female Urogenital Diseases and Pregnancy Complications
161169,C1859040,Medullary Cystic Kidney Disease Type 2,disease,C12,   Male Urogenital Diseases
161173,C1859062,LONG QT SYNDROME 3,disease,C23,"   Pathological Conditions, Signs and Symptoms"
161174,C1859062,LONG QT SYNDROME 3,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
161175,C1859062,LONG QT SYNDROME 3,disease,C14,   Cardiovascular Diseases
161176,C1859093,"Chorioretinal Dystrophy, Spinocerebellar Ataxia, and Hypogonadotropic Hypogonadism",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
161177,C1859093,"Chorioretinal Dystrophy, Spinocerebellar Ataxia, and Hypogonadotropic Hypogonadism",disease,C11,   Eye Diseases
161178,C1859093,"Chorioretinal Dystrophy, Spinocerebellar Ataxia, and Hypogonadotropic Hypogonadism",disease,C10,   Nervous System Diseases
161179,C1859093,"Chorioretinal Dystrophy, Spinocerebellar Ataxia, and Hypogonadotropic Hypogonadism",disease,C19,   Endocrine System Diseases
161180,C1859148,"Chondrodysplasia, blomstrand type",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
161181,C1859148,"Chondrodysplasia, blomstrand type",disease,C04,   Neoplasms
161182,C1859148,"Chondrodysplasia, blomstrand type",disease,C05,   Musculoskeletal Diseases
161183,C1859194,"GRISCELLI SYNDROME, TYPE 1",disease,C23,"   Pathological Conditions, Signs and Symptoms"
161184,C1859194,"GRISCELLI SYNDROME, TYPE 1",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
161185,C1859194,"GRISCELLI SYNDROME, TYPE 1",disease,C18,   Nutritional and Metabolic Diseases
161186,C1859194,"GRISCELLI SYNDROME, TYPE 1",disease,C17,   Skin and Connective Tissue Diseases
161187,C1859194,"GRISCELLI SYNDROME, TYPE 1",disease,C10,   Nervous System Diseases
161188,C1859194,"GRISCELLI SYNDROME, TYPE 1",disease,C09,   Otorhinolaryngologic Diseases
161189,C1859198,"CHARCOT-MARIE-TOOTH DISEASE, TYPE 4A (disorder)",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
161190,C1859198,"CHARCOT-MARIE-TOOTH DISEASE, TYPE 4A (disorder)",disease,C10,   Nervous System Diseases
161191,C1859209,Klippel Feil syndrome recessive type,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
161192,C1859209,Klippel Feil syndrome recessive type,disease,C05,   Musculoskeletal Diseases
161193,C1859298,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 2",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
161194,C1859298,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 2",disease,C10,   Nervous System Diseases
161195,C1859305,Cerebellar Ataxia and Hypogonadotropic Hypogonadism,disease,C23,"   Pathological Conditions, Signs and Symptoms"
161196,C1859305,Cerebellar Ataxia and Hypogonadotropic Hypogonadism,disease,C10,   Nervous System Diseases
161197,C1859305,Cerebellar Ataxia and Hypogonadotropic Hypogonadism,disease,C19,   Endocrine System Diseases
161198,C1859309,Syndactyly Cenani Lenz type,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
161199,C1859309,Syndactyly Cenani Lenz type,disease,C05,   Musculoskeletal Diseases
161200,C1859311,"Microphthalmia, Isolated, with Cataract 2",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
161201,C1859311,"Microphthalmia, Isolated, with Cataract 2",disease,C11,   Eye Diseases
161202,C1859311,"Microphthalmia, Isolated, with Cataract 2",disease,C10,   Nervous System Diseases
161203,C1859353,"Candidiasis, Familial, 2",disease,C01,   Infections
161204,C1859353,"Candidiasis, Familial, 2",disease,C17,   Skin and Connective Tissue Diseases
161207,C1859372,Calcification of Joints and Arteries,disease,C18,   Nutritional and Metabolic Diseases
161208,C1859372,Calcification of Joints and Arteries,disease,C05,   Musculoskeletal Diseases
161209,C1859372,Calcification of Joints and Arteries,disease,C14,   Cardiovascular Diseases
161210,C1859405,Bowen-Conradi syndrome,disease,C23,"   Pathological Conditions, Signs and Symptoms"
161211,C1859405,Bowen-Conradi syndrome,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
161212,C1859405,Bowen-Conradi syndrome,disease,C13,   Female Urogenital Diseases and Pregnancy Complications
161213,C1859405,Bowen-Conradi syndrome,disease,C10,   Nervous System Diseases
161214,C1859405,Bowen-Conradi syndrome,disease,F01,   Behavior and Behavior Mechanisms
161215,C1859486,BIETTI CRYSTALLINE CORNEORETINAL DYSTROPHY,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
161216,C1859486,BIETTI CRYSTALLINE CORNEORETINAL DYSTROPHY,disease,C11,   Eye Diseases
161217,C1859499,3-methylcrotonyl CoA carboxylase 2 deficiency,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
161218,C1859499,3-methylcrotonyl CoA carboxylase 2 deficiency,disease,C18,   Nutritional and Metabolic Diseases
161219,C1859499,3-methylcrotonyl CoA carboxylase 2 deficiency,disease,C10,   Nervous System Diseases
161220,C1859564,Bardet-Biedl syndrome 3,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
161221,C1859564,Bardet-Biedl syndrome 3,disease,C11,   Eye Diseases
161222,C1859564,Bardet-Biedl syndrome 3,disease,C10,   Nervous System Diseases
161223,C1859565,BARDET-BIEDL SYNDROME 7,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
161224,C1859565,BARDET-BIEDL SYNDROME 7,disease,C11,   Eye Diseases
161225,C1859565,BARDET-BIEDL SYNDROME 7,disease,C10,   Nervous System Diseases
161226,C1859566,BARDET-BIEDL SYNDROME 8,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
161227,C1859566,BARDET-BIEDL SYNDROME 8,disease,C11,   Eye Diseases
161228,C1859566,BARDET-BIEDL SYNDROME 8,disease,C10,   Nervous System Diseases
161229,C1859567,BARDET-BIEDL SYNDROME 9,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
161230,C1859567,BARDET-BIEDL SYNDROME 9,disease,C11,   Eye Diseases
161231,C1859567,BARDET-BIEDL SYNDROME 9,disease,C10,   Nervous System Diseases
161232,C1859568,BARDET-BIEDL SYNDROME 10,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
161233,C1859568,BARDET-BIEDL SYNDROME 10,disease,C11,   Eye Diseases
161234,C1859568,BARDET-BIEDL SYNDROME 10,disease,C10,   Nervous System Diseases
161235,C1859569,BARDET-BIEDL SYNDROME 11,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
161236,C1859569,BARDET-BIEDL SYNDROME 11,disease,C11,   Eye Diseases
161237,C1859569,BARDET-BIEDL SYNDROME 11,disease,C10,   Nervous System Diseases
161238,C1859570,BARDET-BIEDL SYNDROME 12,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
161239,C1859570,BARDET-BIEDL SYNDROME 12,disease,C11,   Eye Diseases
161240,C1859570,BARDET-BIEDL SYNDROME 12,disease,C10,   Nervous System Diseases
161241,C1859592,ATRICHIA WITH PAPULAR LESIONS,disease,C23,"   Pathological Conditions, Signs and Symptoms"
161242,C1859592,ATRICHIA WITH PAPULAR LESIONS,disease,C17,   Skin and Connective Tissue Diseases
161243,C1859598,"ATAXIA, EARLY-ONSET, WITH OCULOMOTOR APRAXIA AND HYPOALBUMINEMIA",disease,C23,"   Pathological Conditions, Signs and Symptoms"
161244,C1859598,"ATAXIA, EARLY-ONSET, WITH OCULOMOTOR APRAXIA AND HYPOALBUMINEMIA",disease,C10,   Nervous System Diseases
161245,C1859598,"ATAXIA, EARLY-ONSET, WITH OCULOMOTOR APRAXIA AND HYPOALBUMINEMIA",disease,C15,   Hemic and Lymphatic Diseases
161246,C1859598,"ATAXIA, EARLY-ONSET, WITH OCULOMOTOR APRAXIA AND HYPOALBUMINEMIA",disease,F01,   Behavior and Behavior Mechanisms
161247,C1859648,"Asthma, Nasal Polyps, And Aspirin Intolerance",disease,C23,"   Pathological Conditions, Signs and Symptoms"
161248,C1859648,"Asthma, Nasal Polyps, And Aspirin Intolerance",disease,C08,   Respiratory Tract Diseases
161249,C1859648,"Asthma, Nasal Polyps, And Aspirin Intolerance",disease,C20,   Immune System Diseases
161250,C1859648,"Asthma, Nasal Polyps, And Aspirin Intolerance",disease,C25,   Chemically-Induced Disorders
161251,C1859648,"Asthma, Nasal Polyps, And Aspirin Intolerance",disease,C09,   Otorhinolaryngologic Diseases
161257,C1859721,"ARTHROGRYPOSIS MULTIPLEX CONGENITA, NEUROGENIC TYPE (disorder)",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
161258,C1859721,"ARTHROGRYPOSIS MULTIPLEX CONGENITA, NEUROGENIC TYPE (disorder)",disease,C05,   Musculoskeletal Diseases
161264,C1859726,ARTERIAL TORTUOSITY SYNDROME,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
161265,C1859726,ARTERIAL TORTUOSITY SYNDROME,disease,C17,   Skin and Connective Tissue Diseases
161266,C1859726,ARTERIAL TORTUOSITY SYNDROME,disease,C05,   Musculoskeletal Diseases
161267,C1859726,ARTERIAL TORTUOSITY SYNDROME,disease,C14,   Cardiovascular Diseases
161269,C1859773,"Microphthalmia, Syndromic 3",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
161270,C1859773,"Microphthalmia, Syndromic 3",disease,C06,   Digestive System Diseases
161271,C1859773,"Microphthalmia, Syndromic 3",disease,C11,   Eye Diseases
161272,C1859773,"Microphthalmia, Syndromic 3",disease,C10,   Nervous System Diseases
161277,C1859807,"AMYOTROPHIC LATERAL SCLEROSIS 2, JUVENILE (disorder)",disease,C18,   Nutritional and Metabolic Diseases
161278,C1859807,"AMYOTROPHIC LATERAL SCLEROSIS 2, JUVENILE (disorder)",disease,C10,   Nervous System Diseases
161279,C1859817,2-AMINOADIPIC 2-OXOADIPIC ACIDURIA,disease,,
161280,C1859844,"LEBER CONGENITAL AMAUROSIS, TYPE II (disorder)",disease,C11,   Eye Diseases
161281,C1859877,Alopecia universalis congenita,disease,C23,"   Pathological Conditions, Signs and Symptoms"
161282,C1859877,Alopecia universalis congenita,disease,C17,   Skin and Connective Tissue Diseases
161283,C1859878,Alopecia-Mental Retardation Syndrome 1,disease,C23,"   Pathological Conditions, Signs and Symptoms"
161284,C1859878,Alopecia-Mental Retardation Syndrome 1,disease,C17,   Skin and Connective Tissue Diseases
161285,C1859878,Alopecia-Mental Retardation Syndrome 1,disease,C10,   Nervous System Diseases
161286,C1859878,Alopecia-Mental Retardation Syndrome 1,disease,F03,   Mental Disorders
161287,C1859878,Alopecia-Mental Retardation Syndrome 1,disease,F01,   Behavior and Behavior Mechanisms
161288,C1859966,"Neutropenia, Severe Congenital, Autosomal Dominant 1",disease,C15,   Hemic and Lymphatic Diseases
161289,C1859972,"ADRENOCORTICAL CARCINOMA, HEREDITARY",disease,C04,   Neoplasms
161290,C1859972,"ADRENOCORTICAL CARCINOMA, HEREDITARY",disease,C19,   Endocrine System Diseases
161291,C1859977,"Adrenal Hypoplasia, Cytomegalic Type",phenotype,C23,"   Pathological Conditions, Signs and Symptoms"
161292,C1859977,"Adrenal Hypoplasia, Cytomegalic Type",phenotype,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
161293,C1859977,"Adrenal Hypoplasia, Cytomegalic Type",phenotype,C13,   Female Urogenital Diseases and Pregnancy Complications
161294,C1859977,"Adrenal Hypoplasia, Cytomegalic Type",phenotype,C05,   Musculoskeletal Diseases
161295,C1859977,"Adrenal Hypoplasia, Cytomegalic Type",phenotype,C12,   Male Urogenital Diseases
161296,C1859977,"Adrenal Hypoplasia, Cytomegalic Type",phenotype,C19,   Endocrine System Diseases
161297,C1860224,ABLEPHARON-MACROSTOMIA SYNDROME,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
161298,C1860224,ABLEPHARON-MACROSTOMIA SYNDROME,disease,C11,   Eye Diseases
161299,C1860224,ABLEPHARON-MACROSTOMIA SYNDROME,disease,C07,   Stomatognathic Diseases
161300,C1860238,"WOOLLY HAIR, AUTOSOMAL DOMINANT",disease,,
161301,C1860315,"Whispering dysphonia, hereditary",disease,C23,"   Pathological Conditions, Signs and Symptoms"
161302,C1860315,"Whispering dysphonia, hereditary",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
161303,C1860315,"Whispering dysphonia, hereditary",disease,C08,   Respiratory Tract Diseases
161304,C1860315,"Whispering dysphonia, hereditary",disease,C10,   Nervous System Diseases
161305,C1860315,"Whispering dysphonia, hereditary",disease,C09,   Otorhinolaryngologic Diseases
161306,C1860339,"WAARDENBURG SYNDROME, TYPE IIA",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
161307,C1860405,Snowflake vitreoretinal degeneration,disease,C11,   Eye Diseases
161308,C1860518,"Vasculopathy, Retinal, With Cerebral Leukodystrophy",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
161309,C1860518,"Vasculopathy, Retinal, With Cerebral Leukodystrophy",disease,C18,   Nutritional and Metabolic Diseases
161310,C1860518,"Vasculopathy, Retinal, With Cerebral Leukodystrophy",disease,C11,   Eye Diseases
161311,C1860518,"Vasculopathy, Retinal, With Cerebral Leukodystrophy",disease,C10,   Nervous System Diseases
161312,C1860518,"Vasculopathy, Retinal, With Cerebral Leukodystrophy",disease,C14,   Cardiovascular Diseases
161316,C1860752,"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 7",disease,,
161317,C1860808,Triosephosphate Isomerase Deficiency,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
161318,C1860808,Triosephosphate Isomerase Deficiency,disease,C18,   Nutritional and Metabolic Diseases
161319,C1860808,Triosephosphate Isomerase Deficiency,disease,C15,   Hemic and Lymphatic Diseases
161330,C1860823,"Trichorhinophalangeal Syndrome, Type III",disease,C23,"   Pathological Conditions, Signs and Symptoms"
161331,C1860823,"Trichorhinophalangeal Syndrome, Type III",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
161332,C1860823,"Trichorhinophalangeal Syndrome, Type III",disease,C17,   Skin and Connective Tissue Diseases
161333,C1860823,"Trichorhinophalangeal Syndrome, Type III",disease,C05,   Musculoskeletal Diseases
161334,C1860861,"TREMOR, HEREDITARY ESSENTIAL, 1",disease,C10,   Nervous System Diseases
161335,C1860896,"COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 6",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
161336,C1860896,"COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 6",disease,C06,   Digestive System Diseases
161337,C1860896,"COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 6",disease,C04,   Neoplasms
161338,C1860896,"COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 6",disease,C18,   Nutritional and Metabolic Diseases
161339,C1860991,NOONAN SYNDROME 3,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
161340,C1860991,NOONAN SYNDROME 3,disease,C17,   Skin and Connective Tissue Diseases
161341,C1860991,NOONAN SYNDROME 3,disease,C05,   Musculoskeletal Diseases
161342,C1860991,NOONAN SYNDROME 3,disease,C14,   Cardiovascular Diseases
161346,C1861099,Absence of tibia with polydactyly,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
161347,C1861099,Absence of tibia with polydactyly,disease,C05,   Musculoskeletal Diseases
161355,C1861195,"Glanzmann Thrombasthenia, Autosomal Dominant",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
161356,C1861195,"Glanzmann Thrombasthenia, Autosomal Dominant",disease,C15,   Hemic and Lymphatic Diseases
161359,C1861305,TARSAL-CARPAL COALITION SYNDROME,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
161360,C1861305,TARSAL-CARPAL COALITION SYNDROME,disease,C05,   Musculoskeletal Diseases
161361,C1861313,"Synostosis, Carpal, with Dysplastic Elbow Joints and Brachydactyly",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
161362,C1861313,"Synostosis, Carpal, with Dysplastic Elbow Joints and Brachydactyly",disease,C05,   Musculoskeletal Diseases
161363,C1861355,"Syndactyly, Type IV",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
161364,C1861355,"Syndactyly, Type IV",disease,C05,   Musculoskeletal Diseases
161365,C1861366,"SYNDACTYLY, TYPE III",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
161366,C1861366,"SYNDACTYLY, TYPE III",disease,C05,   Musculoskeletal Diseases
161367,C1861385,"SYMPHALANGISM, PROXIMAL",disease,C05,   Musculoskeletal Diseases
161368,C1861453,Pseudohyperkalemia Cardiff,disease,C18,   Nutritional and Metabolic Diseases
161369,C1861455,STOMATOCYTOSIS I,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
161370,C1861455,STOMATOCYTOSIS I,disease,C18,   Nutritional and Metabolic Diseases
161371,C1861455,STOMATOCYTOSIS I,disease,C15,   Hemic and Lymphatic Diseases
161372,C1861456,Stiff Skin Syndrome,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
161373,C1861456,Stiff Skin Syndrome,disease,C17,   Skin and Connective Tissue Diseases
161374,C1861456,Stiff Skin Syndrome,disease,C05,   Musculoskeletal Diseases
161375,C1861556,"Cirrhosis, Familial",disease,C23,"   Pathological Conditions, Signs and Symptoms"
161376,C1861556,"Cirrhosis, Familial",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
161377,C1861556,"Cirrhosis, Familial",disease,C06,   Digestive System Diseases
161381,C1861678,"Charcot-Marie-Tooth Disease, Axonal, Type 2a1",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
161382,C1861678,"Charcot-Marie-Tooth Disease, Axonal, Type 2a1",disease,C10,   Nervous System Diseases
161383,C1861689,"KLIPPEL-FEIL SYNDROME, AUTOSOMAL DOMINANT",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
161384,C1861689,"KLIPPEL-FEIL SYNDROME, AUTOSOMAL DOMINANT",disease,C05,   Musculoskeletal Diseases
161385,C1861735,"Dementia, familial Danish",disease,C23,"   Pathological Conditions, Signs and Symptoms"
161386,C1861735,"Dementia, familial Danish",disease,C11,   Eye Diseases
161387,C1861735,"Dementia, familial Danish",disease,C10,   Nervous System Diseases
161388,C1861735,"Dementia, familial Danish",disease,F03,   Mental Disorders
161389,C1861735,"Dementia, familial Danish",disease,C09,   Otorhinolaryngologic Diseases
161390,C1861736,SPINOCEREBELLAR ATAXIA 31 (disorder),disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
161391,C1861736,SPINOCEREBELLAR ATAXIA 31 (disorder),disease,C10,   Nervous System Diseases
161392,C1861821,"CATARACT, MARNER TYPE",disease,C11,   Eye Diseases
161393,C1861825,"CATARACT, POSTERIOR POLAR, 1",disease,C11,   Eye Diseases
161394,C1861827,"Cataract, Nuclear Diffuse Nonprogressive",disease,C11,   Eye Diseases
161395,C1861828,"Cataract, Zonular Pulverulent 1",disease,C11,   Eye Diseases
161396,C1861848,PARAGANGLIOMAS 4,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
